fixture_id,provider_league_id,league_name,season,round,kickoff_utc,home_team,away_team,home_goals,away_goals,venue_id,venue_name,venue_city,latitude,longitude,geocode_quality_status,geocode_resolver_version,captured_at_utc,source_class,source_name,source_url,evidence_time_status,usable_for_prematch,window_start_utc,window_end_utc,hourly_points,temperature_mean_c,temperature_min_c,temperature_max_c,apparent_temperature_mean_c,relative_humidity_mean_pct,dew_point_mean_c,surface_pressure_mean_hpa,precipitation_sum_mm,rain_sum_mm,showers_sum_mm,snowfall_sum_cm,weather_code_mode,visibility_min_m,wind_speed_mean_kmh,wind_speed_max_kmh,wind_gust_mean_kmh,wind_gust_max_kmh,wind_direction_mean_deg,research_only,predictive_authority,betting_authority,probability_mutation,eligibility_mutation,stake_changes,forward_journal_mutation
1552177,88,Eredivisie,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,AZ Alkmaar,Telstar,1,0,1119,AFAS Stadion,Alkmaar,52.632,4.749,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:33:30Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:00:00Z,2026-09-20T15:00:00Z,4,18.1,17.7,18.5,14.325,54,8.625,1023.225,0,0,0,0,0,27880,23.575,27,47.075,51.8,299.5,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552179,88,Eredivisie,2026,Regular Season - 7,2026-09-20T12:30:00+00:00,Twente,PSV Eindhoven,3,2,1153,De Grolsch Veste,Enschede,52.218,6.896,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:33:30Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:00:00Z,2026-09-20T15:00:00Z,4,18.225,17.8,18.4,15.025,54.25,8.775,1016.45,0,0,0,0,3,25000,19.725,20.2,42.85,43.9,297.26,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550131,135,Serie A,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Frosinone,Como,2,0,904,Stadio Benito Stirpe,Frosinone,41.64,13.341,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:33:30Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:30:00Z,2026-09-20T15:30:00Z,3,28.8,28.5,29,29.333,47,16.333,1000.067,0,0,0,0,1,40860,11.333,12.6,28.1,31.7,212.452,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550134,135,Serie A,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Parma,Genoa,2,1,921,Stadio Ennio Tardini,Parma,44.799,10.326,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:33:30Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:30:00Z,2026-09-20T15:30:00Z,3,28.533,28.2,28.9,29.1,39.667,13.5,1015.2,0,0,0,0,0,42460,5.433,6.2,15.267,16.6,358.338,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552766,61,Ligue 1,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Auxerre,Stade Brestois 29,2,1,636,Stade de l'Abbé Deschamps,Auxerre,47.8,3.57,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:30:00Z,2026-09-20T15:30:00Z,3,24.867,24.4,25.1,23.867,44,11.767,1012.833,0,0,0,0,1,41400,10.867,11.3,27.833,28.4,297.669,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557407,39,Premier League,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Bournemouth,Liverpool,0,1,504,Vitality Stadium,"Bournemouth, Dorset",50.72,-1.879,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:30:00Z,2026-09-20T15:30:00Z,3,21.133,21,21.3,19.233,44.333,8.5,1026.5,0,0,0,0,0,26000,11.167,11.9,24.967,26.3,309.331,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557412,39,Premier League,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Leeds,Crystal Palace,0,0,546,Elland Road,"Leeds, West Yorkshire",53.796,-1.548,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:30:00Z,2026-09-20T15:30:00Z,3,17.233,17.1,17.4,13.533,49.333,6.533,1020.167,0,0,0,0,1,21780,19.433,19.8,41.667,42.5,278.667,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557413,39,Premier League,2026,Regular Season - 5,2026-09-20T13:00:00+00:00,Manchester City,Sunderland,5,3,555,Etihad Stadium,Manchester,53.481,-2.237,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T12:30:00Z,2026-09-20T15:30:00Z,3,17.067,16.7,17.3,13.633,48.333,6.067,1021.233,0,0,0,0,1,21880,16.7,16.9,36.233,37.1,287.333,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575169,78,Bundesliga,2026,Regular Season - 4,2026-09-20T13:30:00+00:00,Bayer Leverkusen,RB Leipzig,2,0,699,BayArena,Leverkusen,51.03,6.984,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T13:00:00Z,2026-09-20T16:00:00Z,4,17.7,17.2,18.2,16.25,75.5,13.175,1018.3,0.1,0.1,0,0,3,17860,17,22,34.2,40.7,283.855,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1549023,119,Superliga,2026,Regular Season - 9,2026-09-20T14:00:00+00:00,AC Horsens,Aarhus,2,2,19379,Nordstern Arena Horsens,Horsens,55.861,9.85,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T13:30:00Z,2026-09-20T16:30:00Z,3,15.4,14.5,16,12.167,83.333,12.567,1010.867,2.1,2.1,0,0,51,6260,27.967,31.7,57.233,58.7,277,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1584415,203,Süper Lig,2026,Regular Season - 6,2026-09-20T14:00:00+00:00,Erzurumspor FK,Samsunspor,1,0,1741,Kazım Karabekir Stadyumu,Erzurum,39.909,41.277,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T13:30:00Z,2026-09-20T16:30:00Z,3,17.967,15.5,19.9,15.667,43.333,5.033,816.567,0,0,0,0,2,41000,7.567,11.2,19,20.2,298.201,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1584416,203,Süper Lig,2026,Regular Season - 6,2026-09-20T14:00:00+00:00,Fenerbahçe,Eyüpspor,8,0,22760,Chobani Stadyumu Fenerbahçe Şükrü Saracoğlu Spor Kompleksi,İstanbul,41.014,28.95,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T13:30:00Z,2026-09-20T16:30:00Z,3,23.333,22.6,23.9,22.033,60,15.067,1015.867,0,0,0,0,1,39080,20.633,22.9,36.967,38.2,31,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1570394,140,La Liga,2026,Regular Season - 7,2026-09-20T14:15:00+00:00,Atletico Madrid,Real Madrid,2,1,19217,Estádio Cívitas Metropolitano,Madrid,40.416,-3.703,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T13:45:00Z,2026-09-20T16:45:00Z,3,29.933,29.8,30.1,29.133,25.333,7.9,951.533,0,0,0,0,0,46380,5.833,6.8,21.233,22,99.667,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575502,94,Primeira Liga,2026,Regular Season - 7,2026-09-20T14:30:00+00:00,Estrela,Academico Viseu,0,2,22604,Campo Municipal dos Prazeres,Amadora,38.754,-9.231,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:00:00Z,2026-09-20T17:00:00Z,4,31.15,29.5,32.2,31.775,36,14.325,1005.8,0,0,0,0,0,43200,9.35,14.3,25.65,34.9,249.644,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575508,94,Primeira Liga,2026,Regular Season - 7,2026-09-20T14:30:00+00:00,Vitória SC,Moreirense,1,1,1295,Estádio Dom Afonso Henriques,Guimarães,41.444,-8.296,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:00:00Z,2026-09-20T17:00:00Z,4,33.325,32.1,34,32.85,24,9.975,1001,0,0,0,0,0,49340,6.725,15,17,31.3,304.528,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552178,88,Eredivisie,2026,Regular Season - 7,2026-09-20T14:45:00+00:00,NEC Nijmegen,GO Ahead Eagles,1,1,1140,Goffertstadion,Nijmegen,51.843,5.853,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:15:00Z,2026-09-20T17:15:00Z,3,17.933,17.2,18.6,14.433,52,7.9,1022.733,0,0,0,0,0,26020,20.267,22.3,36.333,41,297,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1494767,103,Eliteserien,2026,Regular Season - 22,2026-09-20T15:00:00+00:00,Sandefjord,Start,3,0,20418,Jotun Arena,Sandefjord,59.131,10.217,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:30:00Z,2026-09-20T17:30:00Z,3,17.267,16.1,18.2,12.967,46.333,5.6,1000.3,0,0,0,0,0,65860,21.933,22.3,41.9,43.2,275,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1494769,103,Eliteserien,2026,Regular Season - 22,2026-09-20T15:00:00+00:00,Tromso,Ham-Kam,3,2,19681,Romssa Arena,Tromsø,69.649,18.955,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:30:00Z,2026-09-20T17:30:00Z,3,8.967,7.5,10.5,6.367,72,4.133,991.967,0,0,0,0,1,62900,8.4,11.2,15.1,17.6,16.991,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1494771,103,Eliteserien,2026,Regular Season - 22,2026-09-20T15:00:00+00:00,Viking,Lillestrom,3,0,21732,Lyse Arena,Stavanger,58.97,5.733,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:30:00Z,2026-09-20T17:30:00Z,3,12.533,12.4,12.7,7.2,78.667,8.967,1008.2,0,0,0,0,3,6840,34.567,38.2,58.8,63.7,301,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552770,61,Ligue 1,2026,Regular Season - 5,2026-09-20T15:15:00+00:00,Nice,Lille,2,1,663,Allianz Riviera,Nice,43.703,7.266,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T14:45:00Z,2026-09-20T17:45:00Z,3,25.6,25.3,25.9,27.533,66,18.733,1020.733,0,0,0,0,0,38060,8.8,10.4,18.1,19.4,204.008,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1553174,106,Ekstraklasa,2026,Regular Season - 9,2026-09-20T15:30:00+00:00,Jagiellonia,Legia Warszawa,1,3,1249,Stadion Miejski,Białystok,53.103,23.171,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T15:00:00Z,2026-09-20T18:00:00Z,4,17.875,17.3,18.2,16.425,65.75,11.35,995.675,0.1,0.1,0,0,1,18620,12.425,14.8,26.275,30.6,214.736,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1557411,39,Premier League,2026,Regular Season - 5,2026-09-20T15:30:00+00:00,Fulham,Manchester United,1,1,535,Craven Cottage,London,51.509,-0.126,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T15:00:00Z,2026-09-20T18:00:00Z,4,19.875,19.2,20.3,17.2,35.75,4.25,1025.35,0,0,0,0,0,23480,9.1,10.1,22.075,24.5,295.056,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575173,78,Bundesliga,2026,Regular Season - 4,2026-09-20T15:30:00+00:00,FC Schalke 04,SV Elversberg,0,0,741,VELTINS-Arena,Gelsenkirchen,51.505,7.097,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T15:00:00Z,2026-09-20T18:00:00Z,4,17.45,16,18.7,14.9,56.75,8.7,1020,0,0,0,0,0,23260,15.05,18.4,31.05,37.8,292.738,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1549027,119,Superliga,2026,Regular Season - 9,2026-09-20T16:00:00+00:00,Viborg,FC Nordsjaelland,4,1,463,Energi Viborg Arena,Viborg,56.453,9.402,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T15:30:00Z,2026-09-20T18:30:00Z,3,12.8,12.6,13.1,8.533,84.333,10.233,1006,0.5,0.5,0,0,51,15160,29.633,31.3,56.067,59.4,291.333,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1550132,135,Serie A,2026,Regular Season - 5,2026-09-20T16:00:00+00:00,Juventus,Atalanta,2,0,909,Allianz Stadium,Torino,44.889,11.991,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:36:51Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T15:30:00Z,2026-09-20T18:30:00Z,3,25.8,22.9,28.1,26.933,53.667,15.4,1021.6,0,0,0,0,0,38640,5.233,8.4,10.8,13.7,187.742,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1570402,140,La Liga,2026,Regular Season - 7,2026-09-20T16:30:00+00:00,Villarreal,Levante,3,1,1498,Estadio de la Cerámica,Villarreal,38.726,-7.215,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:00:00Z,2026-09-20T19:00:00Z,4,32.95,30.3,34.6,30.325,19.25,6.425,1000.825,0,0,0,0,0,53960,11.725,15,25.65,29.2,66.75,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575501,94,Primeira Liga,2026,Regular Season - 7,2026-09-20T17:00:00+00:00,Estoril,Casa Pia,1,2,1274,Estádio António Coimbra da Mota,Estoril,38.706,-9.398,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:30:00Z,2026-09-20T19:30:00Z,3,25.8,25,26.6,24.2,40.667,11.433,1018.5,0,0,0,0,0,43280,14.033,14.6,27.5,28.1,325.015,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575506,94,Primeira Liga,2026,Regular Season - 7,2026-09-20T17:00:00+00:00,Santa Clara,SC Braga,0,0,1289,Estádio de São Miguel,"Ponta Delgada, Ilha de São Miguel, Açores",37.74,-25.669,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:30:00Z,2026-09-20T19:30:00Z,3,24.433,23.8,24.9,24.1,59.333,15.9,1020.833,0,0,0,0,1,35000,16.167,17.4,37.467,40,140.667,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1584412,203,Süper Lig,2026,Regular Season - 6,2026-09-20T17:00:00+00:00,Amed,Beşiktaş,3,2,2381,Seyrantepe Spor Kompleksi Stadyumu 1,Diyarbakır,37.914,40.217,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:30:00Z,2026-09-20T19:30:00Z,3,24.8,23.8,25.7,23.633,36,8.7,938.5,0,0,0,0,1,44440,5.8,6.7,11.633,14,295.327,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1584417,203,Süper Lig,2026,Regular Season - 6,2026-09-20T17:00:00+00:00,Göztepe,Rizespor,2,2,22441,Gürsel Aksel Stadyumu,İzmir,38.413,27.138,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:30:00Z,2026-09-20T19:30:00Z,3,24.133,22.8,25.4,24.333,49.667,12.9,1004.967,0,0,0,0,2,40920,5.133,6.3,13.567,22.7,298.588,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1494764,103,Eliteserien,2026,Regular Season - 22,2026-09-20T17:15:00+00:00,Brann,Bodo/Glimt,2,1,1176,Brann Stadion,Bergen,60.393,5.324,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:45:00Z,2026-09-20T19:45:00Z,3,11.733,11.7,11.8,7.467,80.667,8.567,1008.533,0,0,0,0,3,9780,26.767,28.1,52.567,55.8,319,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1558643,144,Jupiler Pro League,2026,Regular Season - 7,2026-09-20T17:15:00+00:00,Kortrijk,SK Beveren,1,0,182,Guldensporenstadion,Kortrijk,50.828,3.265,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T16:45:00Z,2026-09-20T19:45:00Z,3,16.4,15.3,17.7,15.433,64.667,9.7,1026.733,0,0,0,0,0,25560,5.867,9,9.6,16.9,271.616,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575175,78,Bundesliga,2026,Regular Season - 4,2026-09-20T17:30:00+00:00,SC Paderborn 07,1899 Hoffenheim,3,1,18622,Home Deluxe Arena,Paderborn,51.719,8.754,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T17:00:00Z,2026-09-20T20:00:00Z,4,14.8,13.5,16.2,12.375,65.75,8.45,1011.45,0,0,0,0,1,37060,13.875,15,30.25,31.7,290.034,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1553176,106,Ekstraklasa,2026,Regular Season - 9,2026-09-20T18:15:00+00:00,Lech Poznan,Radomiak Radom,5,1,20110,Enea Stadion,Poznań,52.407,16.93,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T17:45:00Z,2026-09-20T20:45:00Z,3,15.167,14.6,16,14,80,11.733,1007.533,9,8.8,0.2,0,2,5880,11.767,14.2,36.733,49.7,295.675,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1552773,61,Ligue 1,2026,Regular Season - 5,2026-09-20T18:45:00+00:00,Marseille,Paris Saint Germain,1,2,12678,Stade Orange Vélodrome,Marseille,43.297,5.381,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T18:15:00Z,2026-09-20T21:15:00Z,3,22.733,22.3,23.1,24.2,67.333,16.333,1019.833,0,0,0,0,3,38680,3.967,4.5,8.267,8.6,228.98,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1570401,140,La Liga,2026,Regular Season - 7,2026-09-20T19:00:00+00:00,Valencia,Real Sociedad,2,3,1497,Estadio de Mestalla,Valencia,39.474,-0.38,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T18:30:00Z,2026-09-20T21:30:00Z,3,22.9,21.9,23.7,25.267,72,17.567,1023.767,0,0,0,0,0,35180,2.5,3.6,6.833,9.7,336.249,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
1575503,94,Primeira Liga,2026,Regular Season - 7,2026-09-20T19:30:00+00:00,FC Porto,Benfica,3,1,1286,Estádio Do Dragão,Porto,41.148,-8.611,VERIFIED_CITY_COUNTRY_V2,PBK_GEOCODE_V2,2026-09-24T19:40:44Z,HISTORICAL_FORECAST_ASSIMILATION_PROXY,Open-Meteo Historical Forecast API,https://historical-forecast-api.open-meteo.com/v1/forecast,POSTMATCH_FACTUAL_RESEARCH_PROXY,false,2026-09-20T19:00:00Z,2026-09-20T22:00:00Z,4,25,24,25.8,24.55,39.25,10.15,1013.575,0,0,0,0,0,42860,3.8,4.7,13.35,22,24.862,true,NOT_AUTHORIZED,NOT_AUTHORIZED,false,false,false,false
